,ID,taxon,variable,value,a1,a2,a3,a4,type,HSI
298,M1/18,Baetidae,pH,8.21,6.878,7.18,8.16,8.5055,acute,0.855282199711
299,M2/18,Baetidae,pH,8.17,6.878,7.18,8.16,8.5055,acute,0.971056439942
300,M3/18,Baetidae,pH,8.1,6.878,7.18,8.16,8.5055,acute,1.0
301,M4/18,Baetidae,pH,8.06,6.878,7.18,8.16,8.5055,acute,1.0
302,M5/18,Baetidae,pH,7.98,6.878,7.18,8.16,8.5055,acute,1.0
303,M6/18,Baetidae,pH,7.66,6.878,7.18,8.16,8.5055,acute,1.0
304,Q1/12,Baetidae,pH,7.2,6.878,7.18,8.16,8.5055,acute,1.0
305,R1/6,Baetidae,pH,7.02,6.878,7.18,8.16,8.5055,acute,0.470198675497
306,R10/12,Baetidae,pH,7.51,6.878,7.18,8.16,8.5055,acute,1.0
307,R11/12,Baetidae,pH,7.2,6.878,7.18,8.16,8.5055,acute,1.0
308,R12/12,Baetidae,pH,7.36,6.878,7.18,8.16,8.5055,acute,1.0
309,R13/12,Baetidae,pH,7.37,6.878,7.18,8.16,8.5055,acute,1.0
310,R14/12,Baetidae,pH,7.27,6.878,7.18,8.16,8.5055,acute,1.0
311,R15/12,Baetidae,pH,7.31,6.878,7.18,8.16,8.5055,acute,1.0
312,R16/12,Baetidae,pH,7.23,6.878,7.18,8.16,8.5055,acute,1.0
313,R17/12,Baetidae,pH,7.46,6.878,7.18,8.16,8.5055,acute,1.0
314,R18/12,Baetidae,pH,7.9,6.878,7.18,8.16,8.5055,acute,1.0
315,R19/13,Baetidae,pH,7.15,6.878,7.18,8.16,8.5055,acute,0.900662251656
316,R2/6,Baetidae,pH,7.08,6.878,7.18,8.16,8.5055,acute,0.668874172185
317,R20/13,Baetidae,pH,7.08,6.878,7.18,8.16,8.5055,acute,0.668874172185
318,R21/13,Baetidae,pH,7.1,6.878,7.18,8.16,8.5055,acute,0.735099337748
319,R22/13,Baetidae,pH,6.69,6.878,7.18,8.16,8.5055,acute,0.0
320,R23/13,Baetidae,pH,7.33,6.878,7.18,8.16,8.5055,acute,1.0
321,R24/13,Baetidae,pH,6.98,6.878,7.18,8.16,8.5055,acute,0.337748344371
322,R25/13,Baetidae,pH,7.0,6.878,7.18,8.16,8.5055,acute,0.403973509934
323,R26/13,Baetidae,pH,7.04,6.878,7.18,8.16,8.5055,acute,0.53642384106
324,R27/13,Baetidae,pH,7.11,6.878,7.18,8.16,8.5055,acute,0.76821192053
325,R28/13,Baetidae,pH,7.01,6.878,7.18,8.16,8.5055,acute,0.437086092715
326,R29/13,Baetidae,pH,7.03,6.878,7.18,8.16,8.5055,acute,0.503311258278
327,R3/6,Baetidae,pH,7.09,6.878,7.18,8.16,8.5055,acute,0.701986754967
328,R30/13,Baetidae,pH,7.74,6.878,7.18,8.16,8.5055,acute,1.0
329,R4/6,Baetidae,pH,7.24,6.878,7.18,8.16,8.5055,acute,1.0
330,R5/6,Baetidae,pH,7.59,6.878,7.18,8.16,8.5055,acute,1.0
331,R6/6,Baetidae,pH,7.76,6.878,7.18,8.16,8.5055,acute,1.0
332,R7/6,Baetidae,pH,7.21,6.878,7.18,8.16,8.5055,acute,1.0
333,R8/6,Baetidae,pH,7.11,6.878,7.18,8.16,8.5055,acute,0.76821192053
334,R9/6,Baetidae,pH,7.06,6.878,7.18,8.16,8.5055,acute,0.602649006623
335,US1/10,Baetidae,pH,7.66,6.878,7.18,8.16,8.5055,acute,1.0
336,US10/10,Baetidae,pH,7.32,6.878,7.18,8.16,8.5055,acute,1.0
337,US11/11,Baetidae,pH,7.74,6.878,7.18,8.16,8.5055,acute,1.0
338,US12/11,Baetidae,pH,8.25,6.878,7.18,8.16,8.5055,acute,0.739507959479
339,US13/11,Baetidae,pH,7.51,6.878,7.18,8.16,8.5055,acute,1.0
340,US14/11,Baetidae,pH,7.42,6.878,7.18,8.16,8.5055,acute,1.0
341,US15/11,Baetidae,pH,8.0,6.878,7.18,8.16,8.5055,acute,1.0
342,US16/11,Baetidae,pH,8.15,6.878,7.18,8.16,8.5055,acute,1.0
343,US17/11,Baetidae,pH,8.8,6.878,7.18,8.16,8.5055,acute,0.0
344,US2/10,Baetidae,pH,7.7,6.878,7.18,8.16,8.5055,acute,1.0
345,US3/10,Baetidae,pH,7.66,6.878,7.18,8.16,8.5055,acute,1.0
346,US4/10,Baetidae,pH,7.54,6.878,7.18,8.16,8.5055,acute,1.0
347,US5/10,Baetidae,pH,8.39,6.878,7.18,8.16,8.5055,acute,0.334298118669
348,US6/10,Baetidae,pH,7.42,6.878,7.18,8.16,8.5055,acute,1.0
349,US7/10,Baetidae,pH,8.42,6.878,7.18,8.16,8.5055,acute,0.247467438495
350,US8/10,Baetidae,pH,7.32,6.878,7.18,8.16,8.5055,acute,1.0
351,US9/10,Baetidae,pH,8.66,6.878,7.18,8.16,8.5055,acute,0.0
352,V1/19,Baetidae,pH,7.78,6.878,7.18,8.16,8.5055,acute,1.0
353,V2/19,Baetidae,pH,7.79,6.878,7.18,8.16,8.5055,acute,1.0
354,V3/19,Baetidae,pH,7.42,6.878,7.18,8.16,8.5055,acute,1.0
355,V4/19,Baetidae,pH,8.51,6.878,7.18,8.16,8.5055,acute,0.0
356,V5/19,Baetidae,pH,8.38,6.878,7.18,8.16,8.5055,acute,0.363241678726
357,V6/19,Baetidae,pH,8.45,6.878,7.18,8.16,8.5055,acute,0.160636758321
358,V7/19,Baetidae,pH,7.3,6.878,7.18,8.16,8.5055,acute,1.0
359,V8/19,Baetidae,pH,8.22,6.878,7.18,8.16,8.5055,acute,0.826338639653
360,BB1/9,Baetidae,Chlorophyll,29.73,1.1445,1.9225,5.6725,9.607,acute,0.0
361,BB2/9,Baetidae,Chlorophyll,1.68,1.1445,1.9225,5.6725,9.607,acute,0.688303341902
362,BB3/9,Baetidae,Chlorophyll,1.75,1.1445,1.9225,5.6725,9.607,acute,0.778277634961
363,BB4/9,Baetidae,Chlorophyll,2.32,1.1445,1.9225,5.6725,9.607,acute,1.0
364,BH1/17,Baetidae,Chlorophyll,16.15,1.1445,1.9225,5.6725,9.607,acute,0.0
365,BH2/17,Baetidae,Chlorophyll,7.4,1.1445,1.9225,5.6725,9.607,acute,0.560935315796
366,BH3/17,Baetidae,Chlorophyll,1.68,1.1445,1.9225,5.6725,9.607,acute,0.688303341902
367,BH4/17,Baetidae,Chlorophyll,60.03,1.1445,1.9225,5.6725,9.607,acute,0.0
368,BH5/17,Baetidae,Chlorophyll,10.07,1.1445,1.9225,5.6725,9.607,acute,0.0
369,BH6/26,Baetidae,Chlorophyll,4.4,1.1445,1.9225,5.6725,9.607,acute,1.0
370,C1/20,Baetidae,Chlorophyll,1.23,1.1445,1.9225,5.6725,9.607,acute,0.109897172237
371,C2/20,Baetidae,Chlorophyll,1.8,1.1445,1.9225,5.6725,9.607,acute,0.842544987147
372,C3/20,Baetidae,Chlorophyll,0.9,1.1445,1.9225,5.6725,9.607,acute,0.0
373,C4/20,Baetidae,Chlorophyll,1.68,1.1445,1.9225,5.6725,9.607,acute,0.688303341902
374,C5/20,Baetidae,Chlorophyll,1.17,1.1445,1.9225,5.6725,9.607,acute,0.0327763496144
375,C6/20,Baetidae,Chlorophyll,1.7,1.1445,1.9225,5.6725,9.607,acute,0.714010282776
376,C7/20,Baetidae,Chlorophyll,13.8,1.1445,1.9225,5.6725,9.607,acute,0.0
377,DPR4,Baetidae,Chlorophyll,7.0,1.1445,1.9225,5.6725,9.607,acute,0.662600076249
378,DPR5,Baetidae,Chlorophyll,7.4,1.1445,1.9225,5.6725,9.607,acute,0.560935315796
379,DS1/4,Baetidae,Chlorophyll,10.15,1.1445,1.9225,5.6725,9.607,acute,0.0
380,DS1/5,Baetidae,Chlorophyll,3.07,1.1445,1.9225,5.6725,9.607,acute,1.0
381,DS10/23,Baetidae,Chlorophyll,3.27,1.1445,1.9225,5.6725,9.607,acute,1.0
382,DS11/23,Baetidae,Chlorophyll,3.08,1.1445,1.9225,5.6725,9.607,acute,1.0
383,DS12/23,Baetidae,Chlorophyll,3.04,1.1445,1.9225,5.6725,9.607,acute,1.0
384,DS13/23,Baetidae,Chlorophyll,3.18,1.1445,1.9225,5.6725,9.607,acute,1.0
385,DS14/24,Baetidae,Chlorophyll,2.1,1.1445,1.9225,5.6725,9.607,acute,1.0
386,DS15/24,Baetidae,Chlorophyll,3.55,1.1445,1.9225,5.6725,9.607,acute,1.0
387,DS16/24,Baetidae,Chlorophyll,1.13,1.1445,1.9225,5.6725,9.607,acute,0.0
388,DS17/24,Baetidae,Chlorophyll,1.15,1.1445,1.9225,5.6725,9.607,acute,0.00706940874036
389,DS18/24,Baetidae,Chlorophyll,0.83,1.1445,1.9225,5.6725,9.607,acute,0.0
390,DS19/24,Baetidae,Chlorophyll,1.08,1.1445,1.9225,5.6725,9.607,acute,0.0
391,DS2/4,Baetidae,Chlorophyll,10.55,1.1445,1.9225,5.6725,9.607,acute,0.0
392,DS2/5,Baetidae,Chlorophyll,3.07,1.1445,1.9225,5.6725,9.607,acute,1.0
393,DS20/24,Baetidae,Chlorophyll,1.93,1.1445,1.9225,5.6725,9.607,acute,1.0
394,DS21/24,Baetidae,Chlorophyll,1.78,1.1445,1.9225,5.6725,9.607,acute,0.816838046272
395,DS22/25,Baetidae,Chlorophyll,3.45,1.1445,1.9225,5.6725,9.607,acute,1.0
396,DS23/25,Baetidae,Chlorophyll,3.93,1.1445,1.9225,5.6725,9.607,acute,1.0
397,DS24/25,Baetidae,Chlorophyll,1.2,1.1445,1.9225,5.6725,9.607,acute,0.0713367609255
398,DS25/25,Baetidae,Chlorophyll,1.18,1.1445,1.9225,5.6725,9.607,acute,0.0456298200514
399,DS26/25,Baetidae,Chlorophyll,1.58,1.1445,1.9225,5.6725,9.607,acute,0.559768637532
400,DS27/25,Baetidae,Chlorophyll,2.68,1.1445,1.9225,5.6725,9.607,acute,1.0
401,DS28/25,Baetidae,Chlorophyll,0.73,1.1445,1.9225,5.6725,9.607,acute,0.0
402,DS29/26,Baetidae,Chlorophyll,3.3,1.1445,1.9225,5.6725,9.607,acute,1.0
403,DS3/4,Baetidae,Chlorophyll,4.65,1.1445,1.9225,5.6725,9.607,acute,1.0
404,DS3/5,Baetidae,Chlorophyll,1.4,1.1445,1.9225,5.6725,9.607,acute,0.328406169666
405,DS30/26,Baetidae,Chlorophyll,2.48,1.1445,1.9225,5.6725,9.607,acute,1.0
406,DS31/26,Baetidae,Chlorophyll,9.79,1.1445,1.9225,5.6725,9.607,acute,0.0
407,DS32/26,Baetidae,Chlorophyll,5.25,1.1445,1.9225,5.6725,9.607,acute,1.0
408,DS33/26,Baetidae,Chlorophyll,5.63,1.1445,1.9225,5.6725,9.607,acute,1.0
409,DS4/4,Baetidae,Chlorophyll,2.7,1.1445,1.9225,5.6725,9.607,acute,1.0
410,DS4/5,Baetidae,Chlorophyll,4.6,1.1445,1.9225,5.6725,9.607,acute,1.0
411,DS5/4,Baetidae,Chlorophyll,2.3,1.1445,1.9225,5.6725,9.607,acute,1.0
412,DS5/5,Baetidae,Chlorophyll,4.68,1.1445,1.9225,5.6725,9.607,acute,1.0
413,DS6/4,Baetidae,Chlorophyll,4.25,1.1445,1.9225,5.6725,9.607,acute,1.0
414,DS6/5,Baetidae,Chlorophyll,1.26,1.1445,1.9225,5.6725,9.607,acute,0.148457583548
415,DS7/23,Baetidae,Chlorophyll,66.84,1.1445,1.9225,5.6725,9.607,acute,0.0
416,DS8/23,Baetidae,Chlorophyll,2.3,1.1445,1.9225,5.6725,9.607,acute,1.0
417,DS9/23,Baetidae,Chlorophyll,2.38,1.1445,1.9225,5.6725,9.607,acute,1.0
418,M1/18,Baetidae,Chlorophyll,1.83,1.1445,1.9225,5.6725,9.607,acute,0.881105398458
419,M2/18,Baetidae,Chlorophyll,1.87,1.1445,1.9225,5.6725,9.607,acute,0.932519280206
420,M3/18,Baetidae,Chlorophyll,1.14,1.1445,1.9225,5.6725,9.607,acute,0.0
421,M4/18,Baetidae,Chlorophyll,1.27,1.1445,1.9225,5.6725,9.607,acute,0.161311053985
422,M5/18,Baetidae,Chlorophyll,1.28,1.1445,1.9225,5.6725,9.607,acute,0.174164524422
423,M6/18,Baetidae,Chlorophyll,2.1,1.1445,1.9225,5.6725,9.607,acute,1.0
424,Q1/12,Baetidae,Chlorophyll,2.95,1.1445,1.9225,5.6725,9.607,acute,1.0
425,R1/6,Baetidae,Chlorophyll,5.08,1.1445,1.9225,5.6725,9.607,acute,1.0
426,R10/12,Baetidae,Chlorophyll,5.46,1.1445,1.9225,5.6725,9.607,acute,1.0
427,R11/12,Baetidae,Chlorophyll,5.8,1.1445,1.9225,5.6725,9.607,acute,0.967594357606
428,R12/12,Baetidae,Chlorophyll,5.8,1.1445,1.9225,5.6725,9.607,acute,0.967594357606
429,R13/12,Baetidae,Chlorophyll,5.55,1.1445,1.9225,5.6725,9.607,acute,1.0
430,R14/12,Baetidae,Chlorophyll,5.3,1.1445,1.9225,5.6725,9.607,acute,1.0
431,R15/12,Baetidae,Chlorophyll,6.85,1.1445,1.9225,5.6725,9.607,acute,0.700724361418
432,R16/12,Baetidae,Chlorophyll,6.5,1.1445,1.9225,5.6725,9.607,acute,0.789681026814
433,R17/12,Baetidae,Chlorophyll,6.92,1.1445,1.9225,5.6725,9.607,acute,0.682933028339
434,R18/12,Baetidae,Chlorophyll,6.78,1.1445,1.9225,5.6725,9.607,acute,0.718515694497
435,R19/13,Baetidae,Chlorophyll,7.8,1.1445,1.9225,5.6725,9.607,acute,0.459270555344
436,R2/6,Baetidae,Chlorophyll,6.92,1.1445,1.9225,5.6725,9.607,acute,0.682933028339
437,R20/13,Baetidae,Chlorophyll,7.08,1.1445,1.9225,5.6725,9.607,acute,0.642267124158
438,R21/13,Baetidae,Chlorophyll,8.14,1.1445,1.9225,5.6725,9.607,acute,0.372855508959
439,R22/13,Baetidae,Chlorophyll,5.26,1.1445,1.9225,5.6725,9.607,acute,1.0
440,R23/13,Baetidae,Chlorophyll,10.1,1.1445,1.9225,5.6725,9.607,acute,0.0
441,R24/13,Baetidae,Chlorophyll,7.78,1.1445,1.9225,5.6725,9.607,acute,0.464353793366
442,R25/13,Baetidae,Chlorophyll,7.62,1.1445,1.9225,5.6725,9.607,acute,0.505019697547
443,R26/13,Baetidae,Chlorophyll,7.8,1.1445,1.9225,5.6725,9.607,acute,0.459270555344
444,R27/13,Baetidae,Chlorophyll,9.14,1.1445,1.9225,5.6725,9.607,acute,0.118693607828
445,R28/13,Baetidae,Chlorophyll,7.23,1.1445,1.9225,5.6725,9.607,acute,0.604142838988
446,R29/13,Baetidae,Chlorophyll,7.76,1.1445,1.9225,5.6725,9.607,acute,0.469437031389
447,R3/6,Baetidae,Chlorophyll,4.7,1.1445,1.9225,5.6725,9.607,acute,1.0
448,R30/13,Baetidae,Chlorophyll,8.57,1.1445,1.9225,5.6725,9.607,acute,0.263565891473
449,R4/6,Baetidae,Chlorophyll,6.7,1.1445,1.9225,5.6725,9.607,acute,0.738848646588
450,R5/6,Baetidae,Chlorophyll,7.05,1.1445,1.9225,5.6725,9.607,acute,0.649891981192
451,R6/6,Baetidae,Chlorophyll,25.43,1.1445,1.9225,5.6725,9.607,acute,0.0
452,R7/6,Baetidae,Chlorophyll,17.13,1.1445,1.9225,5.6725,9.607,acute,0.0
453,R8/6,Baetidae,Chlorophyll,5.47,1.1445,1.9225,5.6725,9.607,acute,1.0
454,R9/6,Baetidae,Chlorophyll,5.02,1.1445,1.9225,5.6725,9.607,acute,1.0
455,US1/10,Baetidae,Chlorophyll,3.14,1.1445,1.9225,5.6725,9.607,acute,1.0
456,US10/10,Baetidae,Chlorophyll,1.73,1.1445,1.9225,5.6725,9.607,acute,0.752570694087
457,US11/11,Baetidae,Chlorophyll,2.63,1.1445,1.9225,5.6725,9.607,acute,1.0
458,US12/11,Baetidae,Chlorophyll,4.0,1.1445,1.9225,5.6725,9.607,acute,1.0
459,US13/11,Baetidae,Chlorophyll,1.26,1.1445,1.9225,5.6725,9.607,acute,0.148457583548
460,US14/11,Baetidae,Chlorophyll,2.35,1.1445,1.9225,5.6725,9.607,acute,1.0
461,US15/11,Baetidae,Chlorophyll,4.38,1.1445,1.9225,5.6725,9.607,acute,1.0
462,US16/11,Baetidae,Chlorophyll,1.9,1.1445,1.9225,5.6725,9.607,acute,0.971079691517
463,US17/11,Baetidae,Chlorophyll,3.55,1.1445,1.9225,5.6725,9.607,acute,1.0
464,US2/10,Baetidae,Chlorophyll,2.65,1.1445,1.9225,5.6725,9.607,acute,1.0
465,US3/10,Baetidae,Chlorophyll,2.5,1.1445,1.9225,5.6725,9.607,acute,1.0
466,US4/10,Baetidae,Chlorophyll,2.74,1.1445,1.9225,5.6725,9.607,acute,1.0
467,US5/10,Baetidae,Chlorophyll,2.82,1.1445,1.9225,5.6725,9.607,acute,1.0
468,US6/10,Baetidae,Chlorophyll,2.82,1.1445,1.9225,5.6725,9.607,acute,1.0
469,US7/10,Baetidae,Chlorophyll,2.83,1.1445,1.9225,5.6725,9.607,acute,1.0
470,US8/10,Baetidae,Chlorophyll,2.25,1.1445,1.9225,5.6725,9.607,acute,1.0
471,US9/10,Baetidae,Chlorophyll,2.4,1.1445,1.9225,5.6725,9.607,acute,1.0
472,V1/19,Baetidae,Chlorophyll,1.23,1.1445,1.9225,5.6725,9.607,acute,0.109897172237
473,V2/19,Baetidae,Chlorophyll,3.75,1.1445,1.9225,5.6725,9.607,acute,1.0
474,V3/19,Baetidae,Chlorophyll,1.77,1.1445,1.9225,5.6725,9.607,acute,0.803984575835
475,V4/19,Baetidae,Chlorophyll,3.03,1.1445,1.9225,5.6725,9.607,acute,1.0
476,V5/19,Baetidae,Chlorophyll,1.6,1.1445,1.9225,5.6725,9.607,acute,0.585475578406
477,V6/19,Baetidae,Chlorophyll,1.05,1.1445,1.9225,5.6725,9.607,acute,0.0
478,V7/19,Baetidae,Chlorophyll,2.44,1.1445,1.9225,5.6725,9.607,acute,1.0
479,V8/19,Baetidae,Chlorophyll,1.23,1.1445,1.9225,5.6725,9.607,acute,0.109897172237
480,BB1/9,Baetidae,Cl-,8.63,0.9815,1.86,3.7725,16.923,acute,0.630622409794
481,BB2/9,Baetidae,Cl-,7.04,0.9815,1.86,3.7725,16.923,acute,0.751530360062
482,BB3/9,Baetidae,Cl-,2.64,0.9815,1.86,3.7725,16.923,acute,1.0
483,BB4/9,Baetidae,Cl-,1.55,0.9815,1.86,3.7725,16.923,acute,0.647125782584
484,BH1/17,Baetidae,Cl-,181.74,0.9815,1.86,3.7725,16.923,acute,0.0
485,BH2/17,Baetidae,Cl-,6.14,0.9815,1.86,3.7725,16.923,acute,0.819968822478
486,BH3/17,Baetidae,Cl-,3.94,0.9815,1.86,3.7725,16.923,acute,0.987262841717
487,BH4/17,Baetidae,Cl-,7.4,0.9815,1.86,3.7725,16.923,acute,0.724154975096
488,BH5/17,Baetidae,Cl-,3.48,0.9815,1.86,3.7725,16.923,acute,1.0
489,BH6/26,Baetidae,Cl-,2.14,0.9815,1.86,3.7725,16.923,acute,1.0
490,C1/20,Baetidae,Cl-,7.47,0.9815,1.86,3.7725,16.923,acute,0.718831983575
491,C2/20,Baetidae,Cl-,2.85,0.9815,1.86,3.7725,16.923,acute,1.0
492,C3/20,Baetidae,Cl-,1.98,0.9815,1.86,3.7725,16.923,acute,1.0
493,C4/20,Baetidae,Cl-,1.96,0.9815,1.86,3.7725,16.923,acute,1.0
494,C5/20,Baetidae,Cl-,1.21,0.9815,1.86,3.7725,16.923,acute,0.260102447353
495,C6/20,Baetidae,Cl-,1.31,0.9815,1.86,3.7725,16.923,acute,0.373932840068
496,C7/20,Baetidae,Cl-,1.6,0.9815,1.86,3.7725,16.923,acute,0.704040978941
497,DPR4,Baetidae,Cl-,1.71,0.9815,1.86,3.7725,16.923,acute,0.829254410928
498,DPR5,Baetidae,Cl-,1.26,0.9815,1.86,3.7725,16.923,acute,0.317017643711
499,DS1/4,Baetidae,Cl-,21.86,0.9815,1.86,3.7725,16.923,acute,0.0
500,DS1/5,Baetidae,Cl-,1.69,0.9815,1.86,3.7725,16.923,acute,0.806488332385
501,DS10/23,Baetidae,Cl-,2.1,0.9815,1.86,3.7725,16.923,acute,1.0
502,DS11/23,Baetidae,Cl-,6.96,0.9815,1.86,3.7725,16.923,acute,0.757613778944
503,DS12/23,Baetidae,Cl-,4.14,0.9815,1.86,3.7725,16.923,acute,0.972054294514
504,DS13/23,Baetidae,Cl-,4.58,0.9815,1.86,3.7725,16.923,acute,0.938595490666
505,DS14/24,Baetidae,Cl-,5.32,0.9815,1.86,3.7725,16.923,acute,0.882323866013
506,DS15/24,Baetidae,Cl-,2.64,0.9815,1.86,3.7725,16.923,acute,1.0
507,DS16/24,Baetidae,Cl-,3.27,0.9815,1.86,3.7725,16.923,acute,1.0
508,DS17/24,Baetidae,Cl-,2.84,0.9815,1.86,3.7725,16.923,acute,1.0
509,DS18/24,Baetidae,Cl-,1.9,0.9815,1.86,3.7725,16.923,acute,1.0
510,DS19/24,Baetidae,Cl-,1.21,0.9815,1.86,3.7725,16.923,acute,0.260102447353
511,DS2/4,Baetidae,Cl-,5.44,0.9815,1.86,3.7725,16.923,acute,0.873198737691
512,DS2/5,Baetidae,Cl-,2.37,0.9815,1.86,3.7725,16.923,acute,1.0
513,DS20/24,Baetidae,Cl-,7.07,0.9815,1.86,3.7725,16.923,acute,0.749249077982
514,DS21/24,Baetidae,Cl-,1.16,0.9815,1.86,3.7725,16.923,acute,0.203187250996
515,DS22/25,Baetidae,Cl-,5.25,0.9815,1.86,3.7725,16.923,acute,0.887646857534
516,DS23/25,Baetidae,Cl-,4.4,0.9815,1.86,3.7725,16.923,acute,0.952283183149
517,DS24/25,Baetidae,Cl-,2.93,0.9815,1.86,3.7725,16.923,acute,1.0
518,DS25/25,Baetidae,Cl-,1.49,0.9815,1.86,3.7725,16.923,acute,0.578827546955
519,DS26/25,Baetidae,Cl-,1.55,0.9815,1.86,3.7725,16.923,acute,0.647125782584
520,DS27/25,Baetidae,Cl-,2.11,0.9815,1.86,3.7725,16.923,acute,1.0
521,DS28/25,Baetidae,Cl-,0.8,0.9815,1.86,3.7725,16.923,acute,0.0
522,DS29/26,Baetidae,Cl-,18.63,0.9815,1.86,3.7725,16.923,acute,0.0
523,DS3/4,Baetidae,Cl-,7.73,0.9815,1.86,3.7725,16.923,acute,0.69906087221
524,DS3/5,Baetidae,Cl-,2.13,0.9815,1.86,3.7725,16.923,acute,1.0
525,DS30/26,Baetidae,Cl-,3.55,0.9815,1.86,3.7725,16.923,acute,1.0
526,DS31/26,Baetidae,Cl-,4.23,0.9815,1.86,3.7725,16.923,acute,0.965210448272
527,DS32/26,Baetidae,Cl-,0.95,0.9815,1.86,3.7725,16.923,acute,0.0
528,DS33/26,Baetidae,Cl-,55.84,0.9815,1.86,3.7725,16.923,acute,0.0
529,DS4/4,Baetidae,Cl-,1.76,0.9815,1.86,3.7725,16.923,acute,0.886169607285
530,DS4/5,Baetidae,Cl-,8.01,0.9815,1.86,3.7725,16.923,acute,0.677768906125
531,DS5/4,Baetidae,Cl-,2.17,0.9815,1.86,3.7725,16.923,acute,1.0
532,DS5/5,Baetidae,Cl-,1.9,0.9815,1.86,3.7725,16.923,acute,1.0
533,DS6/4,Baetidae,Cl-,12.52,0.9815,1.86,3.7725,16.923,acute,0.334816166686
534,DS6/5,Baetidae,Cl-,2.57,0.9815,1.86,3.7725,16.923,acute,1.0
535,DS7/23,Baetidae,Cl-,167.42,0.9815,1.86,3.7725,16.923,acute,0.0
536,DS8/23,Baetidae,Cl-,5.87,0.9815,1.86,3.7725,16.923,acute,0.840500361203
537,DS9/23,Baetidae,Cl-,8.4,0.9815,1.86,3.7725,16.923,acute,0.648112239078
538,M1/18,Baetidae,Cl-,1.27,0.9815,1.86,3.7725,16.923,acute,0.328400682982
539,M2/18,Baetidae,Cl-,1.82,0.9815,1.86,3.7725,16.923,acute,0.954467842914
540,M3/18,Baetidae,Cl-,1.29,0.9815,1.86,3.7725,16.923,acute,0.351166761525
541,M4/18,Baetidae,Cl-,0.85,0.9815,1.86,3.7725,16.923,acute,0.0
542,M5/18,Baetidae,Cl-,0.53,0.9815,1.86,3.7725,16.923,acute,0.0
543,M6/18,Baetidae,Cl-,1.36,0.9815,1.86,3.7725,16.923,acute,0.430848036426
544,Q1/12,Baetidae,Cl-,9.13,0.9815,1.86,3.7725,16.923,acute,0.592601041785
545,R1/6,Baetidae,Cl-,1.77,0.9815,1.86,3.7725,16.923,acute,0.897552646557
546,R10/12,Baetidae,Cl-,1.99,0.9815,1.86,3.7725,16.923,acute,1.0
547,R11/12,Baetidae,Cl-,1.89,0.9815,1.86,3.7725,16.923,acute,1.0
548,R12/12,Baetidae,Cl-,1.72,0.9815,1.86,3.7725,16.923,acute,0.840637450199
549,R13/12,Baetidae,Cl-,1.9,0.9815,1.86,3.7725,16.923,acute,1.0
550,R14/12,Baetidae,Cl-,1.93,0.9815,1.86,3.7725,16.923,acute,1.0
551,R15/12,Baetidae,Cl-,1.99,0.9815,1.86,3.7725,16.923,acute,1.0
552,R16/12,Baetidae,Cl-,2.12,0.9815,1.86,3.7725,16.923,acute,1.0
553,R17/12,Baetidae,Cl-,1.98,0.9815,1.86,3.7725,16.923,acute,1.0
554,R18/12,Baetidae,Cl-,2.31,0.9815,1.86,3.7725,16.923,acute,1.0
555,R19/13,Baetidae,Cl-,2.38,0.9815,1.86,3.7725,16.923,acute,1.0
556,R2/6,Baetidae,Cl-,2.15,0.9815,1.86,3.7725,16.923,acute,1.0
557,R20/13,Baetidae,Cl-,2.48,0.9815,1.86,3.7725,16.923,acute,1.0
558,R21/13,Baetidae,Cl-,2.83,0.9815,1.86,3.7725,16.923,acute,1.0
559,R22/13,Baetidae,Cl-,2.63,0.9815,1.86,3.7725,16.923,acute,1.0
560,R23/13,Baetidae,Cl-,2.49,0.9815,1.86,3.7725,16.923,acute,1.0
561,R24/13,Baetidae,Cl-,2.7,0.9815,1.86,3.7725,16.923,acute,1.0
562,R25/13,Baetidae,Cl-,2.6,0.9815,1.86,3.7725,16.923,acute,1.0
563,R26/13,Baetidae,Cl-,2.63,0.9815,1.86,3.7725,16.923,acute,1.0
564,R27/13,Baetidae,Cl-,2.9,0.9815,1.86,3.7725,16.923,acute,1.0
565,R28/13,Baetidae,Cl-,2.52,0.9815,1.86,3.7725,16.923,acute,1.0
566,R29/13,Baetidae,Cl-,2.75,0.9815,1.86,3.7725,16.923,acute,1.0
567,R3/6,Baetidae,Cl-,2.02,0.9815,1.86,3.7725,16.923,acute,1.0
568,R30/13,Baetidae,Cl-,2.76,0.9815,1.86,3.7725,16.923,acute,1.0
569,R4/6,Baetidae,Cl-,2.31,0.9815,1.86,3.7725,16.923,acute,1.0
570,R5/6,Baetidae,Cl-,2.5,0.9815,1.86,3.7725,16.923,acute,1.0
571,R6/6,Baetidae,Cl-,2.19,0.9815,1.86,3.7725,16.923,acute,1.0
572,R7/6,Baetidae,Cl-,2.06,0.9815,1.86,3.7725,16.923,acute,1.0
573,R8/6,Baetidae,Cl-,2.66,0.9815,1.86,3.7725,16.923,acute,1.0
574,R9/6,Baetidae,Cl-,2.46,0.9815,1.86,3.7725,16.923,acute,1.0
575,US1/10,Baetidae,Cl-,3.08,0.9815,1.86,3.7725,16.923,acute,1.0
576,US10/10,Baetidae,Cl-,2.1,0.9815,1.86,3.7725,16.923,acute,1.0
577,US11/11,Baetidae,Cl-,13.91,0.9815,1.86,3.7725,16.923,acute,0.229116763621
578,US12/11,Baetidae,Cl-,17.7,0.9815,1.86,3.7725,16.923,acute,0.0
