,X,Y,taxon,date,abundance,value,ID,old_ID,variable
426,649233,9901117,Baetidae,nan,2,3.23,35,77,Turbidity
427,649233,9901117,Baetidae,nan,2,,35,77,COD
428,649233,9901117,Baetidae,nan,2,0.23,35,77,NO3--N
429,649233,9901117,Baetidae,nan,2,0.02,35,77,NH4+-N
430,649233,9901117,Baetidae,nan,2,0,35,77,velocity
431,649233,9901117,Baetidae,nan,2,78,35,77,Elevation
432,639402,9898006,Baetidae,nan,14,25.62,36,65,Temperature
433,639402,9898006,Baetidae,nan,14,36.5,36,65,Conductivity
434,639402,9898006,Baetidae,nan,14,7.02,36,65,pH
435,639402,9898006,Baetidae,nan,14,5.08,36,65,Chlorophyll
436,639402,9898006,Baetidae,nan,14,1.77,36,65,Cl-
437,639402,9898006,Baetidae,nan,14,6.06,36,65,DO
438,639402,9898006,Baetidae,nan,14,5.07,36,65,Turbidity
439,639402,9898006,Baetidae,nan,14,21.4,36,65,COD
440,639402,9898006,Baetidae,nan,14,0.23,36,65,NO3--N
441,639402,9898006,Baetidae,nan,14,0.11,36,65,NH4+-N
442,639402,9898006,Baetidae,nan,14,0,36,65,velocity
443,639402,9898006,Baetidae,nan,14,80,36,65,Elevation
444,645126,9885371,Baetidae,nan,6,25.64,37,32,Temperature
445,645126,9885371,Baetidae,nan,6,83,37,32,Conductivity
446,645126,9885371,Baetidae,nan,6,6.75,37,32,pH
447,645126,9885371,Baetidae,nan,6,3.07,37,32,Chlorophyll
448,645126,9885371,Baetidae,nan,6,2.37,37,32,Cl-
449,645126,9885371,Baetidae,nan,6,6.49,37,32,DO
450,645126,9885371,Baetidae,nan,6,1.15,37,32,Turbidity
451,645126,9885371,Baetidae,nan,6,31.2,37,32,COD
452,645126,9885371,Baetidae,nan,6,0.25,37,32,NO3--N
453,645126,9885371,Baetidae,nan,6,0.25,37,32,NH4+-N
454,645126,9885371,Baetidae,nan,6,0.5,37,32,velocity
455,645126,9885371,Baetidae,nan,6,22,37,32,Elevation
456,714146,9759451,Baetidae,nan,12,22.06,38,30,Temperature
457,714146,9759451,Baetidae,nan,12,208,38,30,Conductivity
458,714146,9759451,Baetidae,nan,12,8.19,38,30,pH
459,714146,9759451,Baetidae,nan,12,1.08,38,30,Chlorophyll
460,714146,9759451,Baetidae,nan,12,1.21,38,30,Cl-
461,714146,9759451,Baetidae,nan,12,8.2,38,30,DO
462,714146,9759451,Baetidae,nan,12,0.83,38,30,Turbidity
463,714146,9759451,Baetidae,nan,12,13.9,38,30,COD
464,714146,9759451,Baetidae,nan,12,0.23,38,30,NO3--N
465,714146,9759451,Baetidae,nan,12,0.03,38,30,NH4+-N
466,714146,9759451,Baetidae,nan,12,0.6,38,30,velocity
467,714146,9759451,Baetidae,nan,12,475,38,30,Elevation
468,660727,9947422,Baetidae,nan,1,25.35,39,110,Temperature
469,660727,9947422,Baetidae,nan,1,97.25,39,110,Conductivity
470,660727,9947422,Baetidae,nan,1,7.32,39,110,pH
471,660727,9947422,Baetidae,nan,1,2.25,39,110,Chlorophyll
472,660727,9947422,Baetidae,nan,1,3.07,39,110,Cl-
473,660727,9947422,Baetidae,nan,1,6.59,39,110,DO
474,660727,9947422,Baetidae,nan,1,6.38,39,110,Turbidity
475,660727,9947422,Baetidae,nan,1,14.9,39,110,COD
476,660727,9947422,Baetidae,nan,1,0.58,39,110,NO3--N
477,660727,9947422,Baetidae,nan,1,0.13,39,110,NH4+-N
478,660727,9947422,Baetidae,nan,1,0,39,110,velocity
479,660727,9947422,Baetidae,nan,1,135,39,110,Elevation
480,656469,9907062,Baetidae,nan,2,26.82,40,81,Temperature
481,656469,9907062,Baetidae,nan,2,71,40,81,Conductivity
482,656469,9907062,Baetidae,nan,2,6.98,40,81,pH
483,656469,9907062,Baetidae,nan,2,7.78,40,81,Chlorophyll
484,656469,9907062,Baetidae,nan,2,2.7,40,81,Cl-
485,656469,9907062,Baetidae,nan,2,7.01,40,81,DO
486,656469,9907062,Baetidae,nan,2,3.16,40,81,Turbidity
487,656469,9907062,Baetidae,nan,2,,40,81,COD
488,656469,9907062,Baetidae,nan,2,0.23,40,81,NO3--N
489,656469,9907062,Baetidae,nan,2,0.02,40,81,NH4+-N
490,656469,9907062,Baetidae,nan,2,0,40,81,velocity
491,656469,9907062,Baetidae,nan,2,80,40,81,Elevation
492,641692,9902226,Baetidae,nan,8,28.51,41,67,Temperature
493,641692,9902226,Baetidae,nan,8,79,41,67,Conductivity
494,641692,9902226,Baetidae,nan,8,7.2,41,67,pH
495,641692,9902226,Baetidae,nan,8,5.8,41,67,Chlorophyll
496,641692,9902226,Baetidae,nan,8,1.89,41,67,Cl-
497,641692,9902226,Baetidae,nan,8,6.88,41,67,DO
498,641692,9902226,Baetidae,nan,8,4.78,41,67,Turbidity
499,641692,9902226,Baetidae,nan,8,20.7,41,67,COD
500,641692,9902226,Baetidae,nan,8,0.23,41,67,NO3--N
501,641692,9902226,Baetidae,nan,8,0.02,41,67,NH4+-N
502,641692,9902226,Baetidae,nan,8,0,41,67,velocity
503,641692,9902226,Baetidae,nan,8,87,41,67,Elevation
504,660135,9951898,Baetidae,nan,1,25,42,111,Temperature
505,660135,9951898,Baetidae,nan,1,125,42,111,Conductivity
506,660135,9951898,Baetidae,nan,1,8.66,42,111,pH
507,660135,9951898,Baetidae,nan,1,2.4,42,111,Chlorophyll
508,660135,9951898,Baetidae,nan,1,3.4,42,111,Cl-
509,660135,9951898,Baetidae,nan,1,9.59,42,111,DO
510,660135,9951898,Baetidae,nan,1,1.13,42,111,Turbidity
511,660135,9951898,Baetidae,nan,1,60,42,111,COD
512,660135,9951898,Baetidae,nan,1,0.23,42,111,NO3--N
513,660135,9951898,Baetidae,nan,1,0.08,42,111,NH4+-N
514,660135,9951898,Baetidae,nan,1,0.33,42,111,velocity
515,660135,9951898,Baetidae,nan,1,107,42,111,Elevation
516,679784,9868025,Baetidae,nan,3,28.1,43,117,Temperature
517,679784,9868025,Baetidae,nan,3,121,43,117,Conductivity
518,679784,9868025,Baetidae,nan,3,8.45,43,117,pH
519,679784,9868025,Baetidae,nan,3,1.05,43,117,Chlorophyll
520,679784,9868025,Baetidae,nan,3,3.65,43,117,Cl-
521,679784,9868025,Baetidae,nan,3,9.5,43,117,DO
522,679784,9868025,Baetidae,nan,3,2.1,43,117,Turbidity
523,679784,9868025,Baetidae,nan,3,8.73,43,117,COD
524,679784,9868025,Baetidae,nan,3,0.23,43,117,NO3--N
525,679784,9868025,Baetidae,nan,3,0.07,43,117,NH4+-N
526,679784,9868025,Baetidae,nan,3,0.35,43,117,velocity
527,679784,9868025,Baetidae,nan,3,71,43,117,Elevation
528,639402,9898006,Baetidae,nan,14,25.62,44,65,Temperature
529,639402,9898006,Baetidae,nan,14,36.5,44,65,Conductivity
530,639402,9898006,Baetidae,nan,14,7.02,44,65,pH
531,639402,9898006,Baetidae,nan,14,5.08,44,65,Chlorophyll
532,639402,9898006,Baetidae,nan,14,1.77,44,65,Cl-
533,639402,9898006,Baetidae,nan,14,6.06,44,65,DO
534,639402,9898006,Baetidae,nan,14,5.07,44,65,Turbidity
535,639402,9898006,Baetidae,nan,14,21.4,44,65,COD
536,639402,9898006,Baetidae,nan,14,0.23,44,65,NO3--N
537,639402,9898006,Baetidae,nan,14,0.11,44,65,NH4+-N
538,639402,9898006,Baetidae,nan,14,0,44,65,velocity
539,639402,9898006,Baetidae,nan,14,80,44,65,Elevation
540,703346,9804948,Baetidae,nan,3,21.27,45,60,Temperature
541,703346,9804948,Baetidae,nan,3,119.6,45,60,Conductivity
542,703346,9804948,Baetidae,nan,3,8.1,45,60,pH
543,703346,9804948,Baetidae,nan,3,1.14,45,60,Chlorophyll
544,703346,9804948,Baetidae,nan,3,1.29,45,60,Cl-
545,703346,9804948,Baetidae,nan,3,8.15,45,60,DO
546,703346,9804948,Baetidae,nan,3,1.38,45,60,Turbidity
547,703346,9804948,Baetidae,nan,3,6.3,45,60,COD
548,703346,9804948,Baetidae,nan,3,0.23,45,60,NO3--N
549,703346,9804948,Baetidae,nan,3,0.05,45,60,NH4+-N
550,703346,9804948,Baetidae,nan,3,0.5,45,60,velocity
551,703346,9804948,Baetidae,nan,3,825,45,60,Elevation
552,694230,9819688,Baetidae,nan,3,22.9,46,13,Temperature
553,694230,9819688,Baetidae,nan,3,126,46,13,Conductivity
554,694230,9819688,Baetidae,nan,3,8.22,46,13,pH
555,694230,9819688,Baetidae,nan,3,1.68,46,13,Chlorophyll
556,694230,9819688,Baetidae,nan,3,1.96,46,13,Cl-
557,694230,9819688,Baetidae,nan,3,8.45,46,13,DO
558,694230,9819688,Baetidae,nan,3,2.98,46,13,Turbidity
559,694230,9819688,Baetidae,nan,3,5,46,13,COD
560,694230,9819688,Baetidae,nan,3,0.23,46,13,NO3--N
561,694230,9819688,Baetidae,nan,3,0.08,46,13,NH4+-N
562,694230,9819688,Baetidae,nan,3,0.75,46,13,velocity
563,694230,9819688,Baetidae,nan,3,324,46,13,Elevation
564,703765,9803864,Baetidae,nan,2,20.73,47,61,Temperature
565,703765,9803864,Baetidae,nan,2,126,47,61,Conductivity
566,703765,9803864,Baetidae,nan,2,8.06,47,61,pH
567,703765,9803864,Baetidae,nan,2,1.27,47,61,Chlorophyll
568,703765,9803864,Baetidae,nan,2,0.85,47,61,Cl-
569,703765,9803864,Baetidae,nan,2,8.11,47,61,DO
570,703765,9803864,Baetidae,nan,2,1.43,47,61,Turbidity
571,703765,9803864,Baetidae,nan,2,5,47,61,COD
572,703765,9803864,Baetidae,nan,2,0.23,47,61,NO3--N
573,703765,9803864,Baetidae,nan,2,0.04,47,61,NH4+-N
574,703765,9803864,Baetidae,nan,2,0.4,47,61,velocity
575,703765,9803864,Baetidae,nan,2,866,47,61,Elevation
576,673369,9944638,Baetidae,nan,2,23.73,48,106,Temperature
577,673369,9944638,Baetidae,nan,2,113,48,106,Conductivity
578,673369,9944638,Baetidae,nan,2,7.54,48,106,pH
579,673369,9944638,Baetidae,nan,2,2.74,48,106,Chlorophyll
580,673369,9944638,Baetidae,nan,2,2.21,48,106,Cl-
581,673369,9944638,Baetidae,nan,2,7.27,48,106,DO
582,673369,9944638,Baetidae,nan,2,1.95,48,106,Turbidity
583,673369,9944638,Baetidae,nan,2,7.86,48,106,COD
584,673369,9944638,Baetidae,nan,2,0.4,48,106,NO3--N
585,673369,9944638,Baetidae,nan,2,0.1,48,106,NH4+-N
586,673369,9944638,Baetidae,nan,2,0.6,48,106,velocity
587,673369,9944638,Baetidae,nan,2,170,48,106,Elevation
588,654406,9903081,Baetidae,nan,18,26.81,49,79,Temperature
589,654406,9903081,Baetidae,nan,18,72,49,79,Conductivity
590,654406,9903081,Baetidae,nan,18,6.69,49,79,pH
591,654406,9903081,Baetidae,nan,18,5.26,49,79,Chlorophyll
592,654406,9903081,Baetidae,nan,18,2.63,49,79,Cl-
593,654406,9903081,Baetidae,nan,18,4.14,49,79,DO
594,654406,9903081,Baetidae,nan,18,1.13,49,79,Turbidity
595,654406,9903081,Baetidae,nan,18,,49,79,COD
596,654406,9903081,Baetidae,nan,18,0.23,49,79,NO3--N
597,654406,9903081,Baetidae,nan,18,0.02,49,79,NH4+-N
598,654406,9903081,Baetidae,nan,18,0,49,79,velocity
599,654406,9903081,Baetidae,nan,18,88,49,79,Elevation
600,642033,9886348,Baetidae,nan,7,24.43,50,52,Temperature
601,642033,9886348,Baetidae,nan,7,256,50,52,Conductivity
602,642033,9886348,Baetidae,nan,7,7.07,50,52,pH
603,642033,9886348,Baetidae,nan,7,4.68,50,52,Chlorophyll
604,642033,9886348,Baetidae,nan,7,1.9,50,52,Cl-
605,642033,9886348,Baetidae,nan,7,1.97,50,52,DO
606,642033,9886348,Baetidae,nan,7,2.53,50,52,Turbidity
607,642033,9886348,Baetidae,nan,7,19.52,50,52,COD
608,642033,9886348,Baetidae,nan,7,0.23,50,52,NO3--N
609,642033,9886348,Baetidae,nan,7,0.13,50,52,NH4+-N
610,642033,9886348,Baetidae,nan,7,0,50,52,velocity
611,642033,9886348,Baetidae,nan,7,42,50,52,Elevation
612,708507,9756366,Baetidae,nan,3,23.59,51,33,Temperature
613,708507,9756366,Baetidae,nan,3,290.75,51,33,Conductivity
614,708507,9756366,Baetidae,nan,3,8.42,51,33,pH
615,708507,9756366,Baetidae,nan,3,1.93,51,33,Chlorophyll
616,708507,9756366,Baetidae,nan,3,7.07,51,33,Cl-
617,708507,9756366,Baetidae,nan,3,8.22,51,33,DO
618,708507,9756366,Baetidae,nan,3,6.05,51,33,Turbidity
619,708507,9756366,Baetidae,nan,3,5,51,33,COD
620,708507,9756366,Baetidae,nan,3,0.57,51,33,NO3--N
621,708507,9756366,Baetidae,nan,3,0.02,51,33,NH4+-N
622,708507,9756366,Baetidae,nan,3,1,51,33,velocity
623,708507,9756366,Baetidae,nan,3,324,51,33,Elevation
624,674793,9756336,Baetidae,nan,2,25.49,52,36,Temperature
625,674793,9756336,Baetidae,nan,2,303,52,36,Conductivity
626,674793,9756336,Baetidae,nan,2,8.48,52,36,pH
627,674793,9756336,Baetidae,nan,2,3.93,52,36,Chlorophyll
628,674793,9756336,Baetidae,nan,2,4.4,52,36,Cl-
629,674793,9756336,Baetidae,nan,2,10.65,52,36,DO
630,674793,9756336,Baetidae,nan,2,3.23,52,36,Turbidity
631,674793,9756336,Baetidae,nan,2,24.5,52,36,COD
632,674793,9756336,Baetidae,nan,2,0.29,52,36,NO3--N
633,674793,9756336,Baetidae,nan,2,0.02,52,36,NH4+-N
634,674793,9756336,Baetidae,nan,2,0.35,52,36,velocity
635,674793,9756336,Baetidae,nan,2,17,52,36,Elevation
636,660727,9947422,Baetidae,nan,1,25.35,53,110,Temperature
637,660727,9947422,Baetidae,nan,1,97.25,53,110,Conductivity
638,660727,9947422,Baetidae,nan,1,7.32,53,110,pH
639,660727,9947422,Baetidae,nan,1,2.25,53,110,Chlorophyll
640,660727,9947422,Baetidae,nan,1,3.07,53,110,Cl-
641,660727,9947422,Baetidae,nan,1,6.59,53,110,DO
642,660727,9947422,Baetidae,nan,1,6.38,53,110,Turbidity
643,660727,9947422,Baetidae,nan,1,14.9,53,110,COD
644,660727,9947422,Baetidae,nan,1,0.58,53,110,NO3--N
645,660727,9947422,Baetidae,nan,1,0.13,53,110,NH4+-N
646,660727,9947422,Baetidae,nan,1,0,53,110,velocity
647,660727,9947422,Baetidae,nan,1,135,53,110,Elevation
648,708507,9756366,Baetidae,nan,3,23.59,54,33,Temperature
649,708507,9756366,Baetidae,nan,3,290.75,54,33,Conductivity
650,708507,9756366,Baetidae,nan,3,8.42,54,33,pH
651,708507,9756366,Baetidae,nan,3,1.93,54,33,Chlorophyll
652,708507,9756366,Baetidae,nan,3,7.07,54,33,Cl-
653,708507,9756366,Baetidae,nan,3,8.22,54,33,DO
654,708507,9756366,Baetidae,nan,3,6.05,54,33,Turbidity
655,708507,9756366,Baetidae,nan,3,5,54,33,COD
656,708507,9756366,Baetidae,nan,3,0.57,54,33,NO3--N
657,708507,9756366,Baetidae,nan,3,0.02,54,33,NH4+-N
658,708507,9756366,Baetidae,nan,3,1,54,33,velocity
659,708507,9756366,Baetidae,nan,3,324,54,33,Elevation
660,642033,9886348,Baetidae,nan,7,24.43,55,52,Temperature
661,642033,9886348,Baetidae,nan,7,256,55,52,Conductivity
662,642033,9886348,Baetidae,nan,7,7.07,55,52,pH
663,642033,9886348,Baetidae,nan,7,4.68,55,52,Chlorophyll
664,642033,9886348,Baetidae,nan,7,1.9,55,52,Cl-
665,642033,9886348,Baetidae,nan,7,1.97,55,52,DO
666,642033,9886348,Baetidae,nan,7,2.53,55,52,Turbidity
667,642033,9886348,Baetidae,nan,7,19.52,55,52,COD
668,642033,9886348,Baetidae,nan,7,0.23,55,52,NO3--N
669,642033,9886348,Baetidae,nan,7,0.13,55,52,NH4+-N
670,642033,9886348,Baetidae,nan,7,0,55,52,velocity
671,642033,9886348,Baetidae,nan,7,42,55,52,Elevation
672,655786,9905816,Baetidae,nan,5,26.77,56,80,Temperature
673,655786,9905816,Baetidae,nan,5,71,56,80,Conductivity
674,655786,9905816,Baetidae,nan,5,7.33,56,80,pH
675,655786,9905816,Baetidae,nan,5,10.1,56,80,Chlorophyll
676,655786,9905816,Baetidae,nan,5,2.49,56,80,Cl-
677,655786,9905816,Baetidae,nan,5,8.97,56,80,DO
678,655786,9905816,Baetidae,nan,5,4.08,56,80,Turbidity
679,655786,9905816,Baetidae,nan,5,,56,80,COD
680,655786,9905816,Baetidae,nan,5,0.23,56,80,NO3--N
681,655786,9905816,Baetidae,nan,5,0.02,56,80,NH4+-N
682,655786,9905816,Baetidae,nan,5,0,56,80,velocity
683,655786,9905816,Baetidae,nan,5,82,56,80,Elevation
684,644904,9907968,Baetidae,nan,1,28.53,57,71,Temperature
685,644904,9907968,Baetidae,nan,1,79,57,71,Conductivity
686,644904,9907968,Baetidae,nan,1,7.31,57,71,pH
687,644904,9907968,Baetidae,nan,1,6.85,57,71,Chlorophyll
688,644904,9907968,Baetidae,nan,1,1.99,57,71,Cl-
689,644904,9907968,Baetidae,nan,1,7.9,57,71,DO
690,644904,9907968,Baetidae,nan,1,3.25,57,71,Turbidity
691,644904,9907968,Baetidae,nan,1,21.4,57,71,COD
692,644904,9907968,Baetidae,nan,1,0.23,57,71,NO3--N
693,644904,9907968,Baetidae,nan,1,0.02,57,71,NH4+-N
694,644904,9907968,Baetidae,nan,1,0,57,71,velocity
695,644904,9907968,Baetidae,nan,1,86,57,71,Elevation
696,655325,9911206,Baetidae,nan,1,27.01,58,83,Temperature
697,655325,9911206,Baetidae,nan,1,71,58,83,Conductivity
698,655325,9911206,Baetidae,nan,1,7.04,58,83,pH
699,655325,9911206,Baetidae,nan,1,7.8,58,83,Chlorophyll
700,655325,9911206,Baetidae,nan,1,2.63,58,83,Cl-
701,655325,9911206,Baetidae,nan,1,7.81,58,83,DO
702,655325,9911206,Baetidae,nan,1,3.85,58,83,Turbidity
703,655325,9911206,Baetidae,nan,1,,58,83,COD
704,655325,9911206,Baetidae,nan,1,0.28,58,83,NO3--N
705,655325,9911206,Baetidae,nan,1,0.03,58,83,NH4+-N
706,655325,9911206,Baetidae,nan,1,0,58,83,velocity
707,655325,9911206,Baetidae,nan,1,78,58,83,Elevation
708,690578,9802304,Baetidae,nan,2,24.99,59,63,Temperature
709,690578,9802304,Baetidae,nan,2,134.25,59,63,Conductivity
710,690578,9802304,Baetidae,nan,2,7.66,59,63,pH
711,690578,9802304,Baetidae,nan,2,2.1,59,63,Chlorophyll
712,690578,9802304,Baetidae,nan,2,1.36,59,63,Cl-
713,690578,9802304,Baetidae,nan,2,7.18,59,63,DO
714,690578,9802304,Baetidae,nan,2,8.88,59,63,Turbidity
715,690578,9802304,Baetidae,nan,2,11.2,59,63,COD
716,690578,9802304,Baetidae,nan,2,0.23,59,63,NO3--N
717,690578,9802304,Baetidae,nan,2,0.06,59,63,NH4+-N
718,690578,9802304,Baetidae,nan,2,0.5,59,63,velocity
719,690578,9802304,Baetidae,nan,2,87,59,63,Elevation
720,654406,9903081,Baetidae,nan,18,26.81,60,79,Temperature
721,654406,9903081,Baetidae,nan,18,72,60,79,Conductivity
722,654406,9903081,Baetidae,nan,18,6.69,60,79,pH
723,654406,9903081,Baetidae,nan,18,5.26,60,79,Chlorophyll
724,654406,9903081,Baetidae,nan,18,2.63,60,79,Cl-
725,654406,9903081,Baetidae,nan,18,4.14,60,79,DO
726,654406,9903081,Baetidae,nan,18,1.13,60,79,Turbidity
727,654406,9903081,Baetidae,nan,18,,60,79,COD
728,654406,9903081,Baetidae,nan,18,0.23,60,79,NO3--N
729,654406,9903081,Baetidae,nan,18,0.02,60,79,NH4+-N
730,654406,9903081,Baetidae,nan,18,0,60,79,velocity
731,654406,9903081,Baetidae,nan,18,88,60,79,Elevation
732,688300,9781411,Baetidae,nan,4,24.83,61,40,Temperature
733,688300,9781411,Baetidae,nan,4,208,61,40,Conductivity
734,688300,9781411,Baetidae,nan,4,7.7,61,40,pH
735,688300,9781411,Baetidae,nan,4,2.68,61,40,Chlorophyll
736,688300,9781411,Baetidae,nan,4,2.11,61,40,Cl-
737,688300,9781411,Baetidae,nan,4,7.71,61,40,DO
738,688300,9781411,Baetidae,nan,4,2.57,61,40,Turbidity
739,688300,9781411,Baetidae,nan,4,26.1,61,40,COD
740,688300,9781411,Baetidae,nan,4,0.81,61,40,NO3--N
741,688300,9781411,Baetidae,nan,4,0.03,61,40,NH4+-N
742,688300,9781411,Baetidae,nan,4,0.06,61,40,velocity
743,688300,9781411,Baetidae,nan,4,47,61,40,Elevation
744,612711,9810720,Baetidae,nan,1,26.68,62,49,Temperature
745,612711,9810720,Baetidae,nan,1,94,62,49,Conductivity
746,612711,9810720,Baetidae,nan,1,7.18,62,49,pH
747,612711,9810720,Baetidae,nan,1,2.7,62,49,Chlorophyll
748,612711,9810720,Baetidae,nan,1,1.76,62,49,Cl-
749,612711,9810720,Baetidae,nan,1,6.29,62,49,DO
750,612711,9810720,Baetidae,nan,1,6.8,62,49,Turbidity
751,612711,9810720,Baetidae,nan,1,,62,49,COD
752,612711,9810720,Baetidae,nan,1,0.44,62,49,NO3--N
753,612711,9810720,Baetidae,nan,1,0.17,62,49,NH4+-N
754,612711,9810720,Baetidae,nan,1,0.2,62,49,velocity
755,612711,9810720,Baetidae,nan,1,26,62,49,Elevation
756,714146,9759451,Baetidae,nan,12,22.06,63,30,Temperature
757,714146,9759451,Baetidae,nan,12,208,63,30,Conductivity
758,714146,9759451,Baetidae,nan,12,8.19,63,30,pH
759,714146,9759451,Baetidae,nan,12,1.08,63,30,Chlorophyll
760,714146,9759451,Baetidae,nan,12,1.21,63,30,Cl-
761,714146,9759451,Baetidae,nan,12,8.2,63,30,DO
762,714146,9759451,Baetidae,nan,12,0.83,63,30,Turbidity
763,714146,9759451,Baetidae,nan,12,13.9,63,30,COD
764,714146,9759451,Baetidae,nan,12,0.23,63,30,NO3--N
765,714146,9759451,Baetidae,nan,12,0.03,63,30,NH4+-N
766,714146,9759451,Baetidae,nan,12,0.6,63,30,velocity
767,714146,9759451,Baetidae,nan,12,475,63,30,Elevation
768,704692,9826022,Baetidae,nan,0,19.93,64,16,Temperature
769,704692,9826022,Baetidae,nan,0,128,64,16,Conductivity
770,704692,9826022,Baetidae,nan,0,8.12,64,16,pH
771,704692,9826022,Baetidae,nan,0,13.8,64,16,Chlorophyll
772,704692,9826022,Baetidae,nan,0,1.6,64,16,Cl-
773,704692,9826022,Baetidae,nan,0,8.12,64,16,DO
774,704692,9826022,Baetidae,nan,0,10.5,64,16,Turbidity
775,704692,9826022,Baetidae,nan,0,9.81,64,16,COD
776,704692,9826022,Baetidae,nan,0,0.23,64,16,NO3--N
777,704692,9826022,Baetidae,nan,0,0.05,64,16,NH4+-N
778,704692,9826022,Baetidae,nan,0,1.5,64,16,velocity
779,704692,9826022,Baetidae,nan,0,834,64,16,Elevation
780,655357,9911902,Baetidae,nan,0,27.38,65,84,Temperature
781,655357,9911902,Baetidae,nan,0,71,65,84,Conductivity
782,655357,9911902,Baetidae,nan,0,7.11,65,84,pH
783,655357,9911902,Baetidae,nan,0,9.14,65,84,Chlorophyll
784,655357,9911902,Baetidae,nan,0,2.9,65,84,Cl-
785,655357,9911902,Baetidae,nan,0,8.24,65,84,DO
786,655357,9911902,Baetidae,nan,0,3.4,65,84,Turbidity
787,655357,9911902,Baetidae,nan,0,,65,84,COD
788,655357,9911902,Baetidae,nan,0,0.23,65,84,NO3--N
789,655357,9911902,Baetidae,nan,0,0.02,65,84,NH4+-N
790,655357,9911902,Baetidae,nan,0,0,65,84,velocity
791,655357,9911902,Baetidae,nan,0,74,65,84,Elevation
792,642612,9903353,Baetidae,nan,0,29.64,66,74,Temperature
793,642612,9903353,Baetidae,nan,0,77,66,74,Conductivity
794,642612,9903353,Baetidae,nan,0,7.9,66,74,pH
795,642612,9903353,Baetidae,nan,0,6.78,66,74,Chlorophyll
796,642612,9903353,Baetidae,nan,0,2.31,66,74,Cl-
797,642612,9903353,Baetidae,nan,0,8.97,66,74,DO
798,642612,9903353,Baetidae,nan,0,4.23,66,74,Turbidity
799,642612,9903353,Baetidae,nan,0,21.4,66,74,COD
800,642612,9903353,Baetidae,nan,0,0.23,66,74,NO3--N
801,642612,9903353,Baetidae,nan,0,0.02,66,74,NH4+-N
802,642612,9903353,Baetidae,nan,0,0,66,74,velocity
803,642612,9903353,Baetidae,nan,0,80,66,74,Elevation
804,704692,9826022,Baetidae,nan,0,19.93,67,16,Temperature
805,704692,9826022,Baetidae,nan,0,128,67,16,Conductivity
806,704692,9826022,Baetidae,nan,0,8.12,67,16,pH
807,704692,9826022,Baetidae,nan,0,13.8,67,16,Chlorophyll
808,704692,9826022,Baetidae,nan,0,1.6,67,16,Cl-
809,704692,9826022,Baetidae,nan,0,8.12,67,16,DO
810,704692,9826022,Baetidae,nan,0,10.5,67,16,Turbidity
811,704692,9826022,Baetidae,nan,0,9.81,67,16,COD
812,704692,9826022,Baetidae,nan,0,0.23,67,16,NO3--N
813,704692,9826022,Baetidae,nan,0,0.05,67,16,NH4+-N
814,704692,9826022,Baetidae,nan,0,1.5,67,16,velocity
815,704692,9826022,Baetidae,nan,0,834,67,16,Elevation
816,586175,9801104,Baetidae,nan,0,29.27,68,55,Temperature
817,586175,9801104,Baetidae,nan,0,1981,68,55,Conductivity
818,586175,9801104,Baetidae,nan,0,8.53,68,55,pH
819,586175,9801104,Baetidae,nan,0,66.84,68,55,Chlorophyll
820,586175,9801104,Baetidae,nan,0,167.42,68,55,Cl-
821,586175,9801104,Baetidae,nan,0,13.63,68,55,DO
822,586175,9801104,Baetidae,nan,0,44.4,68,55,Turbidity
823,586175,9801104,Baetidae,nan,0,33.5,68,55,COD
824,586175,9801104,Baetidae,nan,0,0.84,68,55,NO3--N
825,586175,9801104,Baetidae,nan,0,8.8,68,55,NH4+-N
826,586175,9801104,Baetidae,nan,0,0,68,55,velocity
827,586175,9801104,Baetidae,nan,0,45,68,55,Elevation
828,639213,9900945,Baetidae,nan,0,28.36,69,94,Temperature
829,639213,9900945,Baetidae,nan,0,83,69,94,Conductivity
830,639213,9900945,Baetidae,nan,0,7.06,69,94,pH
831,639213,9900945,Baetidae,nan,0,5.02,69,94,Chlorophyll
832,639213,9900945,Baetidae,nan,0,2.46,69,94,Cl-
833,639213,9900945,Baetidae,nan,0,5.4,69,94,DO
834,639213,9900945,Baetidae,nan,0,3.28,69,94,Turbidity
835,639213,9900945,Baetidae,nan,0,9.3,69,94,COD
836,639213,9900945,Baetidae,nan,0,0.23,69,94,NO3--N
837,639213,9900945,Baetidae,nan,0,0.11,69,94,NH4+-N
838,639213,9900945,Baetidae,nan,0,0,69,94,velocity
839,639213,9900945,Baetidae,nan,0,88,69,94,Elevation
840,584703,9819470,Baetidae,nan,0,34,70,21,Temperature
841,584703,9819470,Baetidae,nan,0,755.67,70,21,Conductivity
842,584703,9819470,Baetidae,nan,0,8.3,70,21,pH
843,584703,9819470,Baetidae,nan,0,3.27,70,21,Chlorophyll
844,584703,9819470,Baetidae,nan,0,2.1,70,21,Cl-
845,584703,9819470,Baetidae,nan,0,7.86,70,21,DO
846,584703,9819470,Baetidae,nan,0,1.4,70,21,Turbidity
847,584703,9819470,Baetidae,nan,0,5,70,21,COD
848,584703,9819470,Baetidae,nan,0,0.23,70,21,NO3--N
849,584703,9819470,Baetidae,nan,0,0.04,70,21,NH4+-N
850,584703,9819470,Baetidae,nan,0,0.4,70,21,velocity
851,584703,9819470,Baetidae,nan,0,63,70,21,Elevation
852,639139,9901583,Baetidae,nan,0,27.79,71,87,Temperature
853,639139,9901583,Baetidae,nan,0,85,71,87,Conductivity
