ID,X,Y,EQRclass,type,taxon,abundance,variable,value
DS1/5,621297,9849006,0,1,Baetidae,0,Total P,0.5
DS1/5,621297,9849006,0,1,Baetidae,0,NO3--N,0.24
DS1/5,621297,9849006,0,1,Baetidae,0,NO2--N,0.015
DS1/5,621297,9849006,0,1,Baetidae,0,NH4+-N,0.24
DS1/5,621297,9849006,0,1,Baetidae,0,Type of watercourse,1
DS1/5,621297,9849006,0,1,Baetidae,0,Forest,0
DS1/5,621297,9849006,0,1,Baetidae,0,arable,1
DS1/5,621297,9849006,0,1,Baetidae,0,residential,1
DS1/5,621297,9849006,0,1,Baetidae,0,orchard,0
DS1/5,621297,9849006,0,1,Baetidae,0,Main land use (field protocol),2
DS1/5,621297,9849006,0,1,Baetidae,0,Shading,1
DS1/5,621297,9849006,0,1,Baetidae,0,Abundance of macrophytes,0
DS1/5,621297,9849006,0,1,Baetidae,0,Submerged aquatic macrophytes,0
DS1/5,621297,9849006,0,1,Baetidae,0,Emerged aquatic macrophytes,0
DS1/5,621297,9849006,0,1,Baetidae,0,Floating aquatic macrophytes,0
DS1/5,621297,9849006,0,1,Baetidae,0,Main macrophytes,0
DS1/5,621297,9849006,0,1,Baetidae,0,Water hyacinth,0
DS1/5,621297,9849006,0,1,Baetidae,0,Valley form,3
DS1/5,621297,9849006,0,1,Baetidae,0,Channel form,5
DS1/5,621297,9849006,0,1,Baetidae,0,Variation in width,3
DS1/5,621297,9849006,0,1,Baetidae,0,Floodplain width,100
DS1/5,621297,9849006,0,1,Baetidae,0,Flood prone area width,90
DS1/5,621297,9849006,0,1,Baetidae,0,Average stream width,90
DS1/5,621297,9849006,0,1,Baetidae,0,erosion,1
DS1/5,621297,9849006,0,1,Baetidae,0,curvature erosion,0
DS1/5,621297,9849006,0,1,Baetidae,0,Width-erosion,1
DS1/5,621297,9849006,0,1,Baetidae,0,Profile of the bank,2
DS1/5,621297,9849006,0,1,Baetidae,0,Mean depth water body,
DS1/5,621297,9849006,0,1,Baetidae,0,Maximum depth water body,
DS1/5,621297,9849006,0,1,Baetidae,0,Variation in flow,0
DS1/5,621297,9849006,0,1,Baetidae,0,Sludge layer,2
DS1/5,621297,9849006,0,1,Baetidae,0,twigs,0
DS1/5,621297,9849006,0,1,Baetidae,0,branch,1
DS1/5,621297,9849006,0,1,Baetidae,0,logs,1
DS1/5,621297,9849006,0,1,Baetidae,0,velocity,0.3
DS1/5,621297,9849006,0,1,Baetidae,0,Pool/Riffle class,2
DS1/5,621297,9849006,0,1,Baetidae,0,Bank Shape,3
DS1/5,621297,9849006,0,1,Baetidae,0,Bank Slope,2
DS1/5,621297,9849006,0,1,Baetidae,0,Bed Compaction,3
DS1/5,621297,9849006,0,1,Baetidae,0,Sediment Matrix,4
DS1/5,621297,9849006,0,1,Baetidae,0,Sediment Angularity,5
DS1/5,621297,9849006,0,1,Baetidae,0,Boulder,0
DS1/5,621297,9849006,0,1,Baetidae,0,Cobble,0
DS1/5,621297,9849006,0,1,Baetidae,0,Gravel,0
DS1/5,621297,9849006,0,1,Baetidae,0,Sand,4
DS1/5,621297,9849006,0,1,Baetidae,0,Silt-clay,
DS1/5,621297,9849006,0,1,Baetidae,0,Main Sediment Type,4
DS1/5,621297,9849006,0,1,Baetidae,0,Landuse (Google),4
DS1/5,621297,9849006,0,1,Baetidae,0,Elevation,32
DS10/23,584703,9819470,1,1,Baetidae,0,Temperature,34
DS10/23,584703,9819470,1,1,Baetidae,0,Conductivity,755.67
DS10/23,584703,9819470,1,1,Baetidae,0,TDS,0.06
DS10/23,584703,9819470,1,1,Baetidae,0,pH,8.3
DS10/23,584703,9819470,1,1,Baetidae,0,Chlorophyll,3.27
DS10/23,584703,9819470,1,1,Baetidae,0,Cl-,2.1
DS10/23,584703,9819470,1,1,Baetidae,0,DO,7.86
DS10/23,584703,9819470,1,1,Baetidae,0,DO Sat,95.03
DS10/23,584703,9819470,1,1,Baetidae,0,Turbidity,1.4
DS10/23,584703,9819470,1,1,Baetidae,0,COD,5
DS10/23,584703,9819470,1,1,Baetidae,0,Total N,1
DS10/23,584703,9819470,1,1,Baetidae,0,Total P,0.5
DS10/23,584703,9819470,1,1,Baetidae,0,NO3--N,0.23
DS10/23,584703,9819470,1,1,Baetidae,0,NO2--N,0.015
DS10/23,584703,9819470,1,1,Baetidae,0,NH4+-N,0.04
DS10/23,584703,9819470,1,1,Baetidae,0,Type of watercourse,1
DS10/23,584703,9819470,1,1,Baetidae,0,Forest,0
DS10/23,584703,9819470,1,1,Baetidae,0,arable,1
DS10/23,584703,9819470,1,1,Baetidae,0,residential,1
DS10/23,584703,9819470,1,1,Baetidae,0,orchard,0
DS10/23,584703,9819470,1,1,Baetidae,0,Main land use (field protocol),2
DS10/23,584703,9819470,1,1,Baetidae,0,Shading,0
DS10/23,584703,9819470,1,1,Baetidae,0,Abundance of macrophytes,1
DS10/23,584703,9819470,1,1,Baetidae,0,Submerged aquatic macrophytes,0
DS10/23,584703,9819470,1,1,Baetidae,0,Emerged aquatic macrophytes,0
DS10/23,584703,9819470,1,1,Baetidae,0,Floating aquatic macrophytes,1
DS10/23,584703,9819470,1,1,Baetidae,0,Main macrophytes,3
DS10/23,584703,9819470,1,1,Baetidae,0,Water hyacinth,1
DS10/23,584703,9819470,1,1,Baetidae,0,Valley form,6
DS10/23,584703,9819470,1,1,Baetidae,0,Channel form,5
DS10/23,584703,9819470,1,1,Baetidae,0,Variation in width,1
DS10/23,584703,9819470,1,1,Baetidae,0,Floodplain width,56
DS10/23,584703,9819470,1,1,Baetidae,0,Flood prone area width,48
DS10/23,584703,9819470,1,1,Baetidae,0,Average stream width,40
DS10/23,584703,9819470,1,1,Baetidae,0,erosion,0
DS10/23,584703,9819470,1,1,Baetidae,0,curvature erosion,0
DS10/23,584703,9819470,1,1,Baetidae,0,Width-erosion,0
DS10/23,584703,9819470,1,1,Baetidae,0,Profile of the bank,3
DS10/23,584703,9819470,1,1,Baetidae,0,Mean depth water body,0.2
DS10/23,584703,9819470,1,1,Baetidae,0,Maximum depth water body,0.4
DS10/23,584703,9819470,1,1,Baetidae,0,Variation in flow,0
DS10/23,584703,9819470,1,1,Baetidae,0,Sludge layer,1
DS10/23,584703,9819470,1,1,Baetidae,0,twigs,1
DS10/23,584703,9819470,1,1,Baetidae,0,branch,1
DS10/23,584703,9819470,1,1,Baetidae,0,logs,0
DS10/23,584703,9819470,1,1,Baetidae,0,velocity,0.4
DS10/23,584703,9819470,1,1,Baetidae,0,Pool/Riffle class,2
DS10/23,584703,9819470,1,1,Baetidae,0,Bank Shape,1
DS10/23,584703,9819470,1,1,Baetidae,0,Bank Slope,3
DS10/23,584703,9819470,1,1,Baetidae,0,Bed Compaction,5
DS10/23,584703,9819470,1,1,Baetidae,0,Sediment Matrix,5
DS10/23,584703,9819470,1,1,Baetidae,0,Sediment Angularity,3
DS10/23,584703,9819470,1,1,Baetidae,0,Boulder,1
DS10/23,584703,9819470,1,1,Baetidae,0,Cobble,0
DS10/23,584703,9819470,1,1,Baetidae,0,Gravel,0
DS10/23,584703,9819470,1,1,Baetidae,0,Sand,4
DS10/23,584703,9819470,1,1,Baetidae,0,Silt-clay,
DS10/23,584703,9819470,1,1,Baetidae,0,Main Sediment Type,4
DS10/23,584703,9819470,1,1,Baetidae,0,Landuse (Google),3
DS10/23,584703,9819470,1,1,Baetidae,0,Elevation,63
DS11/23,585079,9823896,3,1,Baetidae,10,Temperature,32.22
DS11/23,585079,9823896,3,1,Baetidae,10,Conductivity,688
DS11/23,585079,9823896,3,1,Baetidae,10,TDS,0.45
DS11/23,585079,9823896,3,1,Baetidae,10,pH,8.42
DS11/23,585079,9823896,3,1,Baetidae,10,Chlorophyll,3.08
DS11/23,585079,9823896,3,1,Baetidae,10,Cl-,6.96
DS11/23,585079,9823896,3,1,Baetidae,10,DO,7.06
DS11/23,585079,9823896,3,1,Baetidae,10,DO Sat,97.14
DS11/23,585079,9823896,3,1,Baetidae,10,Turbidity,10.1
DS11/23,585079,9823896,3,1,Baetidae,10,COD,12.6
DS11/23,585079,9823896,3,1,Baetidae,10,Total N,1
DS11/23,585079,9823896,3,1,Baetidae,10,Total P,0.5
DS11/23,585079,9823896,3,1,Baetidae,10,NO3--N,0.23
DS11/23,585079,9823896,3,1,Baetidae,10,NO2--N,0.015
DS11/23,585079,9823896,3,1,Baetidae,10,NH4+-N,0.02
DS11/23,585079,9823896,3,1,Baetidae,10,Type of watercourse,1
DS11/23,585079,9823896,3,1,Baetidae,10,Forest,1
DS11/23,585079,9823896,3,1,Baetidae,10,arable,0
DS11/23,585079,9823896,3,1,Baetidae,10,residential,0
DS11/23,585079,9823896,3,1,Baetidae,10,orchard,0
DS11/23,585079,9823896,3,1,Baetidae,10,Main land use (field protocol),1
DS11/23,585079,9823896,3,1,Baetidae,10,Shading,0
DS11/23,585079,9823896,3,1,Baetidae,10,Abundance of macrophytes,1
DS11/23,585079,9823896,3,1,Baetidae,10,Submerged aquatic macrophytes,0
DS11/23,585079,9823896,3,1,Baetidae,10,Emerged aquatic macrophytes,0
DS11/23,585079,9823896,3,1,Baetidae,10,Floating aquatic macrophytes,1
DS11/23,585079,9823896,3,1,Baetidae,10,Main macrophytes,3
DS11/23,585079,9823896,3,1,Baetidae,10,Water hyacinth,0
DS11/23,585079,9823896,3,1,Baetidae,10,Valley form,4
DS11/23,585079,9823896,3,1,Baetidae,10,Channel form,4
DS11/23,585079,9823896,3,1,Baetidae,10,Variation in width,3
DS11/23,585079,9823896,3,1,Baetidae,10,Floodplain width,24
DS11/23,585079,9823896,3,1,Baetidae,10,Flood prone area width,16
DS11/23,585079,9823896,3,1,Baetidae,10,Average stream width,12
DS11/23,585079,9823896,3,1,Baetidae,10,erosion,1
DS11/23,585079,9823896,3,1,Baetidae,10,curvature erosion,0
DS11/23,585079,9823896,3,1,Baetidae,10,Width-erosion,0
DS11/23,585079,9823896,3,1,Baetidae,10,Profile of the bank,3
DS11/23,585079,9823896,3,1,Baetidae,10,Mean depth water body,0.1
DS11/23,585079,9823896,3,1,Baetidae,10,Maximum depth water body,0.2
DS11/23,585079,9823896,3,1,Baetidae,10,Variation in flow,0
DS11/23,585079,9823896,3,1,Baetidae,10,Sludge layer,1
DS11/23,585079,9823896,3,1,Baetidae,10,twigs,1
DS11/23,585079,9823896,3,1,Baetidae,10,branch,1
DS11/23,585079,9823896,3,1,Baetidae,10,logs,0
DS11/23,585079,9823896,3,1,Baetidae,10,velocity,0.2
DS11/23,585079,9823896,3,1,Baetidae,10,Pool/Riffle class,2
DS11/23,585079,9823896,3,1,Baetidae,10,Bank Shape,1
DS11/23,585079,9823896,3,1,Baetidae,10,Bank Slope,3
DS11/23,585079,9823896,3,1,Baetidae,10,Bed Compaction,5
DS11/23,585079,9823896,3,1,Baetidae,10,Sediment Matrix,5
DS11/23,585079,9823896,3,1,Baetidae,10,Sediment Angularity,3
DS11/23,585079,9823896,3,1,Baetidae,10,Boulder,1
DS11/23,585079,9823896,3,1,Baetidae,10,Cobble,0
DS11/23,585079,9823896,3,1,Baetidae,10,Gravel,0
DS11/23,585079,9823896,3,1,Baetidae,10,Sand,3
DS11/23,585079,9823896,3,1,Baetidae,10,Silt-clay,
DS11/23,585079,9823896,3,1,Baetidae,10,Main Sediment Type,4
DS11/23,585079,9823896,3,1,Baetidae,10,Landuse (Google),2
DS11/23,585079,9823896,3,1,Baetidae,10,Elevation,56
DS12/23,585960,9829743,2,1,Baetidae,3,Temperature,30.96
DS12/23,585960,9829743,2,1,Baetidae,3,Conductivity,537.8
DS12/23,585960,9829743,2,1,Baetidae,3,TDS,0.36
DS12/23,585960,9829743,2,1,Baetidae,3,pH,8.3
DS12/23,585960,9829743,2,1,Baetidae,3,Chlorophyll,3.04
DS12/23,585960,9829743,2,1,Baetidae,3,Cl-,4.14
DS12/23,585960,9829743,2,1,Baetidae,3,DO,6.87
DS12/23,585960,9829743,2,1,Baetidae,3,DO Sat,92.4
DS12/23,585960,9829743,2,1,Baetidae,3,Turbidity,6.37
DS12/23,585960,9829743,2,1,Baetidae,3,COD,8.64
DS12/23,585960,9829743,2,1,Baetidae,3,Total N,1
DS12/23,585960,9829743,2,1,Baetidae,3,Total P,0.5
DS12/23,585960,9829743,2,1,Baetidae,3,NO3--N,0.23
DS12/23,585960,9829743,2,1,Baetidae,3,NO2--N,0.015
DS12/23,585960,9829743,2,1,Baetidae,3,NH4+-N,0.04
DS12/23,585960,9829743,2,1,Baetidae,3,Type of watercourse,1
DS12/23,585960,9829743,2,1,Baetidae,3,Forest,1
DS12/23,585960,9829743,2,1,Baetidae,3,arable,0
DS12/23,585960,9829743,2,1,Baetidae,3,residential,0
DS12/23,585960,9829743,2,1,Baetidae,3,orchard,0
DS12/23,585960,9829743,2,1,Baetidae,3,Main land use (field protocol),1
DS12/23,585960,9829743,2,1,Baetidae,3,Shading,1
DS12/23,585960,9829743,2,1,Baetidae,3,Abundance of macrophytes,1
DS12/23,585960,9829743,2,1,Baetidae,3,Submerged aquatic macrophytes,0
DS12/23,585960,9829743,2,1,Baetidae,3,Emerged aquatic macrophytes,0
DS12/23,585960,9829743,2,1,Baetidae,3,Floating aquatic macrophytes,1
DS12/23,585960,9829743,2,1,Baetidae,3,Main macrophytes,3
DS12/23,585960,9829743,2,1,Baetidae,3,Water hyacinth,0
DS12/23,585960,9829743,2,1,Baetidae,3,Valley form,6
DS12/23,585960,9829743,2,1,Baetidae,3,Channel form,4
DS12/23,585960,9829743,2,1,Baetidae,3,Variation in width,2
DS12/23,585960,9829743,2,1,Baetidae,3,Floodplain width,40
DS12/23,585960,9829743,2,1,Baetidae,3,Flood prone area width,30
DS12/23,585960,9829743,2,1,Baetidae,3,Average stream width,25
DS12/23,585960,9829743,2,1,Baetidae,3,erosion,0
DS12/23,585960,9829743,2,1,Baetidae,3,curvature erosion,0
DS12/23,585960,9829743,2,1,Baetidae,3,Width-erosion,0
DS12/23,585960,9829743,2,1,Baetidae,3,Profile of the bank,4
DS12/23,585960,9829743,2,1,Baetidae,3,Mean depth water body,0.1
DS12/23,585960,9829743,2,1,Baetidae,3,Maximum depth water body,0.4
DS12/23,585960,9829743,2,1,Baetidae,3,Variation in flow,0
DS12/23,585960,9829743,2,1,Baetidae,3,Sludge layer,0
DS12/23,585960,9829743,2,1,Baetidae,3,twigs,0
DS12/23,585960,9829743,2,1,Baetidae,3,branch,0
DS12/23,585960,9829743,2,1,Baetidae,3,logs,0
DS12/23,585960,9829743,2,1,Baetidae,3,velocity,0.15
DS12/23,585960,9829743,2,1,Baetidae,3,Pool/Riffle class,2
DS12/23,585960,9829743,2,1,Baetidae,3,Bank Shape,1
DS12/23,585960,9829743,2,1,Baetidae,3,Bank Slope,3
DS12/23,585960,9829743,2,1,Baetidae,3,Bed Compaction,5
DS12/23,585960,9829743,2,1,Baetidae,3,Sediment Matrix,5
DS12/23,585960,9829743,2,1,Baetidae,3,Sediment Angularity,3
DS12/23,585960,9829743,2,1,Baetidae,3,Boulder,1
DS12/23,585960,9829743,2,1,Baetidae,3,Cobble,0
DS12/23,585960,9829743,2,1,Baetidae,3,Gravel,0
DS12/23,585960,9829743,2,1,Baetidae,3,Sand,3
DS12/23,585960,9829743,2,1,Baetidae,3,Silt-clay,
DS12/23,585960,9829743,2,1,Baetidae,3,Main Sediment Type,4
DS12/23,585960,9829743,2,1,Baetidae,3,Landuse (Google),2
DS12/23,585960,9829743,2,1,Baetidae,3,Elevation,57
DS13/23,585663,9831265,2,1,Baetidae,0,Temperature,29.07
DS13/23,585663,9831265,2,1,Baetidae,0,Conductivity,504
DS13/23,585663,9831265,2,1,Baetidae,0,TDS,0.34
DS13/23,585663,9831265,2,1,Baetidae,0,pH,7.93
DS13/23,585663,9831265,2,1,Baetidae,0,Chlorophyll,3.18
DS13/23,585663,9831265,2,1,Baetidae,0,Cl-,4.58
DS13/23,585663,9831265,2,1,Baetidae,0,DO,6.57
DS13/23,585663,9831265,2,1,Baetidae,0,DO Sat,85.72
DS13/23,585663,9831265,2,1,Baetidae,0,Turbidity,4.54
DS13/23,585663,9831265,2,1,Baetidae,0,COD,11.4
DS13/23,585663,9831265,2,1,Baetidae,0,Total N,1
DS13/23,585663,9831265,2,1,Baetidae,0,Total P,0.82
DS13/23,585663,9831265,2,1,Baetidae,0,NO3--N,0.31
DS13/23,585663,9831265,2,1,Baetidae,0,NO2--N,0.015
DS13/23,585663,9831265,2,1,Baetidae,0,NH4+-N,0.06
DS13/23,585663,9831265,2,1,Baetidae,0,Type of watercourse,1
DS13/23,585663,9831265,2,1,Baetidae,0,Forest,1
DS13/23,585663,9831265,2,1,Baetidae,0,arable,0
DS13/23,585663,9831265,2,1,Baetidae,0,residential,1
DS13/23,585663,9831265,2,1,Baetidae,0,orchard,0
DS13/23,585663,9831265,2,1,Baetidae,0,Main land use (field protocol),3
DS13/23,585663,9831265,2,1,Baetidae,0,Shading,2
DS13/23,585663,9831265,2,1,Baetidae,0,Abundance of macrophytes,1
DS13/23,585663,9831265,2,1,Baetidae,0,Submerged aquatic macrophytes,0
DS13/23,585663,9831265,2,1,Baetidae,0,Emerged aquatic macrophytes,0
DS13/23,585663,9831265,2,1,Baetidae,0,Floating aquatic macrophytes,1
DS13/23,585663,9831265,2,1,Baetidae,0,Main macrophytes,3
DS13/23,585663,9831265,2,1,Baetidae,0,Water hyacinth,0
DS13/23,585663,9831265,2,1,Baetidae,0,Valley form,5
DS13/23,585663,9831265,2,1,Baetidae,0,Channel form,5
DS13/23,585663,9831265,2,1,Baetidae,0,Variation in width,4
DS13/23,585663,9831265,2,1,Baetidae,0,Floodplain width,32
DS13/23,585663,9831265,2,1,Baetidae,0,Flood prone area width,16
DS13/23,585663,9831265,2,1,Baetidae,0,Average stream width,7
DS13/23,585663,9831265,2,1,Baetidae,0,erosion,0
DS13/23,585663,9831265,2,1,Baetidae,0,curvature erosion,0
DS13/23,585663,9831265,2,1,Baetidae,0,Width-erosion,0
DS13/23,585663,9831265,2,1,Baetidae,0,Profile of the bank,4
DS13/23,585663,9831265,2,1,Baetidae,0,Mean depth water body,0.15
DS13/23,585663,9831265,2,1,Baetidae,0,Maximum depth water body,0.4
DS13/23,585663,9831265,2,1,Baetidae,0,Variation in flow,2
DS13/23,585663,9831265,2,1,Baetidae,0,Sludge layer,1
DS13/23,585663,9831265,2,1,Baetidae,0,twigs,1
DS13/23,585663,9831265,2,1,Baetidae,0,branch,1
DS13/23,585663,9831265,2,1,Baetidae,0,logs,0
DS13/23,585663,9831265,2,1,Baetidae,0,velocity,0.4
DS13/23,585663,9831265,2,1,Baetidae,0,Pool/Riffle class,2
DS13/23,585663,9831265,2,1,Baetidae,0,Bank Shape,1
DS13/23,585663,9831265,2,1,Baetidae,0,Bank Slope,3
DS13/23,585663,9831265,2,1,Baetidae,0,Bed Compaction,5
DS13/23,585663,9831265,2,1,Baetidae,0,Sediment Matrix,5
DS13/23,585663,9831265,2,1,Baetidae,0,Sediment Angularity,5
DS13/23,585663,9831265,2,1,Baetidae,0,Boulder,0
DS13/23,585663,9831265,2,1,Baetidae,0,Cobble,2
DS13/23,585663,9831265,2,1,Baetidae,0,Gravel,0
DS13/23,585663,9831265,2,1,Baetidae,0,Sand,3
DS13/23,585663,9831265,2,1,Baetidae,0,Silt-clay,
DS13/23,585663,9831265,2,1,Baetidae,0,Main Sediment Type,4
DS13/23,585663,9831265,2,1,Baetidae,0,Landuse (Google),2
DS13/23,585663,9831265,2,1,Baetidae,0,Elevation,63
DS14/24,678422,9762674,2,1,Baetidae,0,Temperature,23.76
DS14/24,678422,9762674,2,1,Baetidae,0,Conductivity,297
DS14/24,678422,9762674,2,1,Baetidae,0,TDS,0.19
DS14/24,678422,9762674,2,1,Baetidae,0,pH,7.82
DS14/24,678422,9762674,2,1,Baetidae,0,Chlorophyll,2.1
DS14/24,678422,9762674,2,1,Baetidae,0,Cl-,5.32
DS14/24,678422,9762674,2,1,Baetidae,0,DO,7.83
DS14/24,678422,9762674,2,1,Baetidae,0,DO Sat,92.67
DS14/24,678422,9762674,2,1,Baetidae,0,Turbidity,4.03
DS14/24,678422,9762674,2,1,Baetidae,0,COD,6.34
DS14/24,678422,9762674,2,1,Baetidae,0,Total N,1
DS14/24,678422,9762674,2,1,Baetidae,0,Total P,0.5
DS14/24,678422,9762674,2,1,Baetidae,0,NO3--N,0.62
DS14/24,678422,9762674,2,1,Baetidae,0,NO2--N,0.015
DS14/24,678422,9762674,2,1,Baetidae,0,NH4+-N,0.06
DS14/24,678422,9762674,2,1,Baetidae,0,Type of watercourse,1
DS14/24,678422,9762674,2,1,Baetidae,0,Forest,0
DS14/24,678422,9762674,2,1,Baetidae,0,arable,1
DS14/24,678422,9762674,2,1,Baetidae,0,residential,0
DS14/24,678422,9762674,2,1,Baetidae,0,orchard,0
DS14/24,678422,9762674,2,1,Baetidae,0,Main land use (field protocol),2
DS14/24,678422,9762674,2,1,Baetidae,0,Shading,1
DS14/24,678422,9762674,2,1,Baetidae,0,Abundance of macrophytes,0
DS14/24,678422,9762674,2,1,Baetidae,0,Submerged aquatic macrophytes,0
DS14/24,678422,9762674,2,1,Baetidae,0,Emerged aquatic macrophytes,0
DS14/24,678422,9762674,2,1,Baetidae,0,Floating aquatic macrophytes,0
DS14/24,678422,9762674,2,1,Baetidae,0,Main macrophytes,0
DS14/24,678422,9762674,2,1,Baetidae,0,Water hyacinth,0
DS14/24,678422,9762674,2,1,Baetidae,0,Valley form,3
DS14/24,678422,9762674,2,1,Baetidae,0,Channel form,4
DS14/24,678422,9762674,2,1,Baetidae,0,Variation in width,2
DS14/24,678422,9762674,2,1,Baetidae,0,Floodplain width,12
DS14/24,678422,9762674,2,1,Baetidae,0,Flood prone area width,9
DS14/24,678422,9762674,2,1,Baetidae,0,Average stream width,6
DS14/24,678422,9762674,2,1,Baetidae,0,erosion,0
DS14/24,678422,9762674,2,1,Baetidae,0,curvature erosion,0
DS14/24,678422,9762674,2,1,Baetidae,0,Width-erosion,0
DS14/24,678422,9762674,2,1,Baetidae,0,Profile of the bank,3
DS14/24,678422,9762674,2,1,Baetidae,0,Mean depth water body,0.7
DS14/24,678422,9762674,2,1,Baetidae,0,Maximum depth water body,
DS14/24,678422,9762674,2,1,Baetidae,0,Variation in flow,0
DS14/24,678422,9762674,2,1,Baetidae,0,Sludge layer,1
DS14/24,678422,9762674,2,1,Baetidae,0,twigs,1
DS14/24,678422,9762674,2,1,Baetidae,0,branch,0
DS14/24,678422,9762674,2,1,Baetidae,0,logs,0
DS14/24,678422,9762674,2,1,Baetidae,0,velocity,0.6
DS14/24,678422,9762674,2,1,Baetidae,0,Pool/Riffle class,2
DS14/24,678422,9762674,2,1,Baetidae,0,Bank Shape,2
DS14/24,678422,9762674,2,1,Baetidae,0,Bank Slope,3
DS14/24,678422,9762674,2,1,Baetidae,0,Bed Compaction,5
DS14/24,678422,9762674,2,1,Baetidae,0,Sediment Matrix,5
DS14/24,678422,9762674,2,1,Baetidae,0,Sediment Angularity,6
DS14/24,678422,9762674,2,1,Baetidae,0,Boulder,0
DS14/24,678422,9762674,2,1,Baetidae,0,Cobble,0
DS14/24,678422,9762674,2,1,Baetidae,0,Gravel,0
DS14/24,678422,9762674,2,1,Baetidae,0,Sand,1
DS14/24,678422,9762674,2,1,Baetidae,0,Silt-clay,
DS14/24,678422,9762674,2,1,Baetidae,0,Main Sediment Type,5
DS14/24,678422,9762674,2,1,Baetidae,0,Landuse (Google),3
DS14/24,678422,9762674,2,1,Baetidae,0,Elevation,61
DS15/24,682196,9762955,3,1,Baetidae,11,Temperature,25.57
DS15/24,682196,9762955,3,1,Baetidae,11,Conductivity,334.5
DS15/24,682196,9762955,3,1,Baetidae,11,TDS,0.22
DS15/24,682196,9762955,3,1,Baetidae,11,pH,7.32
DS15/24,682196,9762955,3,1,Baetidae,11,Chlorophyll,3.55
DS15/24,682196,9762955,3,1,Baetidae,11,Cl-,2.64
DS15/24,682196,9762955,3,1,Baetidae,11,DO,4.17
DS15/24,682196,9762955,3,1,Baetidae,11,DO Sat,50.25
DS15/24,682196,9762955,3,1,Baetidae,11,Turbidity,2.2
DS15/24,682196,9762955,3,1,Baetidae,11,COD,5.2
DS15/24,682196,9762955,3,1,Baetidae,11,Total N,1
DS15/24,682196,9762955,3,1,Baetidae,11,Total P,0.5
DS15/24,682196,9762955,3,1,Baetidae,11,NO3--N,0.23
DS15/24,682196,9762955,3,1,Baetidae,11,NO2--N,0.015
DS15/24,682196,9762955,3,1,Baetidae,11,NH4+-N,0.02
DS15/24,682196,9762955,3,1,Baetidae,11,Type of watercourse,1
DS15/24,682196,9762955,3,1,Baetidae,11,Forest,1
DS15/24,682196,9762955,3,1,Baetidae,11,arable,0
DS15/24,682196,9762955,3,1,Baetidae,11,residential,0
DS15/24,682196,9762955,3,1,Baetidae,11,orchard,0
DS15/24,682196,9762955,3,1,Baetidae,11,Main land use (field protocol),1
DS15/24,682196,9762955,3,1,Baetidae,11,Shading,2
DS15/24,682196,9762955,3,1,Baetidae,11,Abundance of macrophytes,0
DS15/24,682196,9762955,3,1,Baetidae,11,Submerged aquatic macrophytes,0
DS15/24,682196,9762955,3,1,Baetidae,11,Emerged aquatic macrophytes,0
DS15/24,682196,9762955,3,1,Baetidae,11,Floating aquatic macrophytes,0
DS15/24,682196,9762955,3,1,Baetidae,11,Main macrophytes,0
DS15/24,682196,9762955,3,1,Baetidae,11,Water hyacinth,0
DS15/24,682196,9762955,3,1,Baetidae,11,Valley form,6
DS15/24,682196,9762955,3,1,Baetidae,11,Channel form,5
DS15/24,682196,9762955,3,1,Baetidae,11,Variation in width,1
DS15/24,682196,9762955,3,1,Baetidae,11,Floodplain width,150
DS15/24,682196,9762955,3,1,Baetidae,11,Flood prone area width,146
DS15/24,682196,9762955,3,1,Baetidae,11,Average stream width,40
DS15/24,682196,9762955,3,1,Baetidae,11,erosion,0
DS15/24,682196,9762955,3,1,Baetidae,11,curvature erosion,0
DS15/24,682196,9762955,3,1,Baetidae,11,Width-erosion,0
DS15/24,682196,9762955,3,1,Baetidae,11,Profile of the bank,3
DS15/24,682196,9762955,3,1,Baetidae,11,Mean depth water body,
DS15/24,682196,9762955,3,1,Baetidae,11,Maximum depth water body,
DS15/24,682196,9762955,3,1,Baetidae,11,Variation in flow,0
DS15/24,682196,9762955,3,1,Baetidae,11,Sludge layer,1
DS15/24,682196,9762955,3,1,Baetidae,11,twigs,1
DS15/24,682196,9762955,3,1,Baetidae,11,branch,1
DS15/24,682196,9762955,3,1,Baetidae,11,logs,1
DS15/24,682196,9762955,3,1,Baetidae,11,velocity,0
DS15/24,682196,9762955,3,1,Baetidae,11,Pool/Riffle class,2
DS15/24,682196,9762955,3,1,Baetidae,11,Bank Shape,2
DS15/24,682196,9762955,3,1,Baetidae,11,Bank Slope,3
DS15/24,682196,9762955,3,1,Baetidae,11,Bed Compaction,3
DS15/24,682196,9762955,3,1,Baetidae,11,Sediment Matrix,4
DS15/24,682196,9762955,3,1,Baetidae,11,Sediment Angularity,5
DS15/24,682196,9762955,3,1,Baetidae,11,Boulder,0
DS15/24,682196,9762955,3,1,Baetidae,11,Cobble,1
DS15/24,682196,9762955,3,1,Baetidae,11,Gravel,1
DS15/24,682196,9762955,3,1,Baetidae,11,Sand,3
DS15/24,682196,9762955,3,1,Baetidae,11,Silt-clay,
DS15/24,682196,9762955,3,1,Baetidae,11,Main Sediment Type,4
DS15/24,682196,9762955,3,1,Baetidae,11,Landuse (Google),3
DS15/24,682196,9762955,3,1,Baetidae,11,Elevation,71
DS16/24,683690,9763520,3,1,Baetidae,0,Temperature,24.61
DS16/24,683690,9763520,3,1,Baetidae,0,Conductivity,276
